Host,business/finance,education/research,entertainment,health/medical,news/press,politics/government/law,sports,tech/science
8212,0.2893156111240387,0.11608904600143433,0.3582024574279785,0.03816103935241699,0.02017560601234436,0.05684715881943703,0.028164781630039215,0.09304441511631012
20736,0.25983723998069763,0.10198958963155746,0.23948322236537933,0.06566320359706879,0.052565570920705795,0.09149745851755142,0.028258124366402626,0.1607055515050888
11963,0.442628413438797,0.049413178116083145,0.29146966338157654,0.016162242740392685,0.016922513023018837,0.015556971542537212,0.023434262722730637,0.14441265165805817
12970,0.30012381076812744,0.03068552538752556,0.4166211783885956,0.01273871399462223,0.030052416026592255,0.1898408681154251,5.501969644683413e-05,0.019882528111338615
19053,0.2642951011657715,0.10247885435819626,0.25255832076072693,0.062125638127326965,0.04814250394701958,0.08847086131572723,0.027825135737657547,0.15410351753234863
20877,0.2625429928302765,0.10472916066646576,0.25423622131347656,0.06251438707113266,0.0474759079515934,0.0893748477101326,0.028154410421848297,0.15097208321094513
6688,0.3391047716140747,0.02382015436887741,0.35123398900032043,0.010924489237368107,0.039423976093530655,0.21576538681983948,2.0602934455382638e-05,0.01970664970576763
1485,0.3816847503185272,0.02961248718202114,0.2868039011955261,0.012227911502122879,0.08430485427379608,0.18929515779018402,2.693446003831923e-05,0.01604400761425495
9915,0.26742860674858093,0.10552291572093964,0.27244850993156433,0.05829149857163429,0.04238945618271828,0.08414404839277267,0.028224317356944084,0.14155073463916779
2785,0.26058459281921387,0.10248461365699768,0.24296776950359344,0.06480896472930908,0.051423244178295135,0.09117045998573303,0.02812430076301098,0.15843605995178223
20128,0.26440802216529846,0.10521292686462402,0.2613106966018677,0.06086299195885658,0.04528570547699928,0.08749769628047943,0.028151636943221092,0.14727024734020233
12295,0.266054630279541,0.10682763159275055,0.27132731676101685,0.058762915432453156,0.04180509224534035,0.08587189018726349,0.027907557785511017,0.14144296944141388
14567,0.2617536187171936,0.10275100916624069,0.24601991474628448,0.06392784416675568,0.05035868287086487,0.09032026678323746,0.028108026832342148,0.15676067769527435
25052,0.275663286447525,0.10964394360780716,0.3157532215118408,0.04897661134600639,0.03101809322834015,0.07261224836111069,0.028276309370994568,0.11805630475282669
25689,0.2621217966079712,0.10077446699142456,0.24747075140476227,0.06334415823221207,0.049244076013565063,0.09645082801580429,0.02422381564974785,0.15637005865573883
18873,0.2791481614112854,0.1108538955450058,0.3378733694553375,0.04440745711326599,0.026595700532197952,0.06591282784938812,0.028538573533296585,0.10666998475790024
18451,0.21656738221645355,0.03851425647735596,0.2008303701877594,0.052501700818538666,0.05113877356052399,0.20951983332633972,0.0024154239799827337,0.22851227223873138
8422,0.273603230714798,0.1040765643119812,0.27290716767311096,0.05615323781967163,0.03956351801753044,0.0829397663474083,0.026530105620622635,0.14422644674777985
9199,0.18809515237808228,0.04658769443631172,0.12573370337486267,0.0751628428697586,0.07622850686311722,0.1639317125082016,0.007624822203069925,0.3166356384754181
9941,0.2911018431186676,0.11715228855609894,0.3579084277153015,0.037709709256887436,0.0195982176810503,0.05630146712064743,0.027951478958129883,0.09227665513753891
20517,0.27340802550315857,0.10804294794797897,0.29978930950164795,0.052274253219366074,0.035024210810661316,0.07651269435882568,0.028400389477610588,0.1265481859445572
12718,0.2664758563041687,0.09391050785779953,0.2551076114177704,0.060189466923475266,0.047576602548360825,0.10231968760490417,0.018926162272691727,0.1554941087961197
1681,0.9200406670570374,0.0001283686578972265,0.0005138670094311237,2.5249914870073553e-07,7.15163253062201e-08,2.150920686005975e-08,0.00012007604527752846,0.07919670641422272
4828,0.25836312770843506,0.10289820283651352,0.23678874969482422,0.0668143481016159,0.054116785526275635,0.09372330456972122,0.027830637991428375,0.15946483612060547
22986,0.26783207058906555,0.10723854601383209,0.27922239899635315,0.0569990910589695,0.039721108973026276,0.08368586003780365,0.027918752282857895,0.13738203048706055
423,0.26356789469718933,0.10279248654842377,0.2532881200313568,0.062214113771915436,0.04717327654361725,0.09291329979896545,0.02554844692349434,0.1525023877620697
19294,0.2509962022304535,0.09716480225324631,0.20935899019241333,0.07336477935314178,0.063310906291008,0.09501088410615921,0.02904709242284298,0.18174642324447632
6354,0.34952306747436523,0.028206447139382362,0.3627670705318451,0.0109041016548872,0.04322341829538345,0.18938226997852325,2.7440239136922173e-05,0.01596619188785553
4086,0.267610102891922,0.1055397316813469,0.27236881852149963,0.058252014219760895,0.04235684499144554,0.08403319865465164,0.028242139145731926,0.14159716665744781
3146,0.10100118070840836,0.015031427145004272,0.024709807708859444,0.05923118069767952,0.07744880765676498,0.10062601417303085,0.0030726157128810883,0.6188789010047913
8759,0.19216963648796082,0.035544950515031815,0.1543039232492447,0.05871189013123512,0.055226340889930725,0.2120642215013504,0.0027958655264228582,0.28918325901031494
1358,0.19172732532024384,0.033742088824510574,0.15664449334144592,0.056603074073791504,0.05362524464726448,0.22078204154968262,0.002343387110158801,0.284532368183136
8466,0.3661424517631531,0.021134208887815475,0.3160092830657959,0.009669211693108082,0.04720139503479004,0.2222238928079605,1.1318898032186553e-05,0.01760817877948284
12664,0.38256222009658813,0.017287958413362503,0.30092787742614746,0.00795032363384962,0.046919360756874084,0.2286098748445511,5.5609380069654435e-06,0.015736818313598633
13113,0.5043913722038269,0.00782566238194704,0.22031041979789734,0.0027217864990234375,0.08147013932466507,0.17798708379268646,2.543078494454676e-07,0.005293190013617277
24532,0.2955746650695801,0.12031828612089157,0.3572673797607422,0.03642966225743294,0.017813963815569878,0.05521586909890175,0.02707451954483986,0.09030558168888092
26881,0.26479610800743103,0.104060597717762,0.2582140564918518,0.061222877353429794,0.046441495418548584,0.08739835023880005,0.028148245066404343,0.14971822500228882
20970,0.11020223796367645,0.015426765196025372,0.03008941188454628,0.055640991777181625,0.07397991418838501,0.10902825742959976,0.002791767008602619,0.6028406023979187
5951,0.9798012971878052,0.006006066687405109,0.00010411920811748132,4.1431957242821227e-07,1.5673422559814298e-09,5.145107118131875e-10,0.011051378212869167,0.003036759328097105
2547,0.26629120111465454,0.10605265945196152,0.27134984731674194,0.05876079201698303,0.04247795417904854,0.08519352972507477,0.028141841292381287,0.1417321413755417
254,0.2652188539505005,0.09712381660938263,0.2468542605638504,0.06187416613101959,0.04751588776707649,0.09372632950544357,0.02391802705824375,0.16376863420009613
9824,0.23220820724964142,0.08426656574010849,0.1633177548646927,0.08237435668706894,0.07693679630756378,0.10722091794013977,0.024685140699148178,0.22899028658866882
27314,0.24357959628105164,0.05163697525858879,0.24800856411457062,0.0527828112244606,0.051483891904354095,0.1626141220331192,0.004695870913565159,0.18519826233386993
13643,0.27931198477745056,0.11094720661640167,0.33686473965644836,0.04452377185225487,0.0266893208026886,0.06601260602474213,0.028577031567692757,0.10707327723503113
7998,0.4592532515525818,0.002753504551947117,0.25133436918258667,0.001025482197292149,0.017585866153240204,0.2640112340450287,7.908122157118669e-09,0.004036228638142347
6742,0.45667576789855957,0.07604877650737762,0.26959750056266785,0.016432711854577065,0.009510925970971584,0.01779099553823471,0.023421432822942734,0.13052184879779816
25525,0.3446735143661499,0.09524323046207428,0.3366812467575073,0.02750260941684246,0.012996830977499485,0.041924525052309036,0.022050073370337486,0.118927963078022
26065,0.26321467757225037,0.10392136871814728,0.25333499908447266,0.06243389472365379,0.04789776727557182,0.08891159296035767,0.028133884072303772,0.15215177834033966
997,0.23270879685878754,0.025786759331822395,0.3272658586502075,0.026659322902560234,0.03360697999596596,0.2613934576511383,0.00027838587993755937,0.09230045974254608
12263,0.17948967218399048,0.041439857333898544,0.1194000318646431,0.07270453125238419,0.0721261128783226,0.17586426436901093,0.005953011102974415,0.3330225348472595
61,0.42992284893989563,0.01841798610985279,0.26882272958755493,0.0065749152563512325,0.08861853182315826,0.17847439646720886,4.301629360270454e-06,0.009164289571344852
25885,0.18809515237808228,0.04658769443631172,0.12573370337486267,0.0751628428697586,0.07622850686311722,0.1639317125082016,0.007624822203069925,0.3166356384754181
2671,0.2932453453540802,0.1129692941904068,0.3589440882205963,0.036707956343889236,0.018526479601860046,0.05663391575217247,0.026313599199056625,0.09665931761264801
10244,0.14491480588912964,0.0410468690097332,0.044129397720098495,0.0960559993982315,0.11799486726522446,0.08861227333545685,0.016906263306736946,0.45033955574035645
11011,0.26298630237579346,0.10518229007720947,0.257289856672287,0.0619082897901535,0.0464584156870842,0.0888880118727684,0.028126481920480728,0.14916040003299713
346,0.2008543759584427,0.046272583305835724,0.14664430916309357,0.06847509741783142,0.06535977125167847,0.170619398355484,0.006151542067527771,0.29562291502952576
21405,0.559784471988678,0.1624234914779663,0.03641517087817192,0.006023492198437452,0.0006132999551482499,0.0005504032596945763,0.16124479472637177,0.07294481247663498
20226,0.26826852560043335,0.10620985925197601,0.277275025844574,0.05729670822620392,0.040971539914608,0.08301980048418045,0.02826639637351036,0.13869215548038483
24838,0.2888897657394409,0.11625724285840988,0.359449565410614,0.03800368309020996,0.019829314202070236,0.057183824479579926,0.027756480500102043,0.09263013303279877
5742,0.8072538375854492,0.006464764941483736,3.9868693420430645e-05,5.057270868746855e-07,3.0924393601416966e-10,1.3803567663894789e-11,0.18489372730255127,0.0013473567087203264
4758,0.30172497034072876,0.11872214823961258,0.35423603653907776,0.03510880470275879,0.01648779958486557,0.0540306530892849,0.026050766929984093,0.09363890439271927
15401,0.32980877161026,0.025894993916153908,0.34833112359046936,0.012591551057994366,0.04088620841503143,0.21946927905082703,3.09551578538958e-05,0.022986959666013718
10797,0.34446921944618225,0.09544128179550171,0.3366672694683075,0.027545146644115448,0.013002083636820316,0.04199487715959549,0.022078055888414383,0.11880218237638474
21942,0.2919890284538269,0.11808828264474869,0.3589925765991211,0.03719409182667732,0.018797149881720543,0.05626901239156723,0.027329271659255028,0.09134063124656677
23539,0.2556752860546112,0.08658478409051895,0.23220349848270416,0.06502571702003479,0.05596863105893135,0.1148480623960495,0.01673433743417263,0.17295965552330017
4098,0.25926148891448975,0.10160170495510101,0.23655685782432556,0.0663723275065422,0.053517553955316544,0.09165163338184357,0.028414692729711533,0.16262373328208923
18289,0.26219162344932556,0.10288238525390625,0.24977967143058777,0.06325913220643997,0.049414366483688354,0.08988521248102188,0.02797381952404976,0.15461385250091553
15969,0.2638874053955078,0.10464213043451309,0.25723540782928467,0.061645280569791794,0.046560946851968765,0.08814781159162521,0.02818191796541214,0.1496991664171219
3905,0.4104456603527069,0.0213704165071249,0.2987302541732788,0.007705986965447664,0.06251544505357742,0.18869708478450775,6.404243322322145e-06,0.010528854094445705
21989,0.27279943227767944,0.10769075900316238,0.29621487855911255,0.0530245304107666,0.03593713790178299,0.07743794471025467,0.028396673500537872,0.1284986436367035
26547,0.21764126420021057,0.0363398976624012,0.20668688416481018,0.04967305064201355,0.050021879374980927,0.22250624001026154,0.0018327176803722978,0.21529807150363922
25153,0.42227301001548767,0.004012690857052803,0.11680528521537781,0.0009842294966802,0.3585470914840698,0.096086785197258,3.742945509088713e-08,0.0012907874770462513
9706,0.7292301654815674,0.005729625467211008,0.25907987356185913,0.0001009133193292655,6.232036685105413e-05,0.00016679718100931495,9.786657756194472e-05,0.005532362964004278
11655,0.9300479292869568,0.004360583145171404,0.003657888388261199,1.4599932001146954e-05,1.304722218264942e-06,1.7796809288483928e-06,0.0017971991328522563,0.060118768364191055
10887,0.16800902783870697,1.968845754290148e-14,0.00020058870723005384,6.58703853520016e-15,1.1157065493705431e-08,0.8317903280258179,0.0,1.6188315132836806e-09
19087,0.1994733065366745,0.038821030408144,0.16197475790977478,0.059911224991083145,0.0563276968896389,0.20083372294902802,0.0033699420746415854,0.27928826212882996
22570,0.26502206921577454,0.10413097590208054,0.2591787874698639,0.061010267585515976,0.04615667462348938,0.08716120570898056,0.028148243203759193,0.14919181168079376
16588,0.2839968502521515,0.03107265941798687,0.344282329082489,0.020388348028063774,0.0407932847738266,0.23477712273597717,0.00013144969125278294,0.04455802962183952
19524,0.2647380232810974,0.10403504222631454,0.25793346762657166,0.061282504349946976,0.046526361256837845,0.08745957165956497,0.028149407356977463,0.14987565577030182
27327,0.9981794357299805,7.0340080128517e-05,2.887699146469913e-08,3.5231262351942405e-12,2.3711554451817185e-16,3.47840573157787e-18,0.0017187267076224089,3.1559986382490024e-05
9802,0.2047640085220337,0.030503440648317337,0.0779833123087883,0.017895817756652832,0.5268137454986572,0.1257888227701187,0.00010262772411806509,0.0161481574177742
15658,0.26857784390449524,0.10647951811552048,0.279716819524765,0.05681698024272919,0.04029149189591408,0.08254207670688629,0.028247741982340813,0.1373274177312851
26686,0.26461130380630493,0.10397907346487045,0.25732436776161194,0.06141200289130211,0.04671116918325424,0.08759231120347977,0.028151854872703552,0.1502179205417633
27649,0.2677220404148102,0.10568133741617203,0.27319806814193726,0.05809103325009346,0.04210958629846573,0.08386193215847015,0.0282522514462471,0.14108380675315857
21404,0.2607583701610565,0.10401083528995514,0.24531452357769012,0.06450899690389633,0.05080631375312805,0.09209264814853668,0.027725636959075928,0.1547827273607254
4928,0.27563926577568054,0.08381957560777664,0.37359750270843506,0.040591079741716385,0.03780383989214897,0.1009829044342041,0.008302751928567886,0.07926307618618011
8701,0.12364121526479721,0.031052768230438232,0.030643342062830925,0.08969943225383759,0.11625161021947861,0.08074723929166794,0.01297688391059637,0.5149875283241272
9444,0.08260444551706314,0.011209695599973202,0.01372815202921629,0.053582776337862015,0.07422897964715958,0.06872782111167908,0.002947927452623844,0.6929702162742615
21570,0.26483064889907837,0.10403531044721603,0.2584042549133301,0.06118258461356163,0.046403445303440094,0.08735861629247665,0.028140516951680183,0.1496446132659912
6154,0.18809515237808228,0.04658769443631172,0.12573370337486267,0.0751628428697586,0.07622850686311722,0.1639317125082016,0.007624822203069925,0.3166356384754181
10861,0.26305943727493286,0.10374987125396729,0.25245681405067444,0.06261184066534042,0.04821043461561203,0.08907762169837952,0.028123680502176285,0.15271036326885223
10233,0.26076677441596985,0.1036032885313034,0.24567286670207977,0.06438019871711731,0.05057898536324501,0.0914996862411499,0.02794395200908184,0.15555423498153687
6066,0.19552730023860931,0.06675639748573303,0.09102554619312286,0.09732674062252045,0.10385902225971222,0.09695401042699814,0.025651700794696808,0.3228992819786072
18155,0.24604269862174988,0.0487636923789978,0.26743003726005554,0.04779144376516342,0.04931936040520668,0.18289615213871002,0.0028594410978257656,0.15489715337753296
6871,0.24802683293819427,0.0962669625878334,0.19861754775047302,0.07594582438468933,0.06652572005987167,0.0956682488322258,0.029541276395320892,0.18940751254558563
3553,0.5374550223350525,0.005132629070430994,0.1924102008342743,0.0016426880611106753,0.09550363570451736,0.1644357293844223,6.056455248426573e-08,0.0034200630616396666
16463,0.2794645130634308,0.11111486703157425,0.33867955207824707,0.04416460171341896,0.026303138583898544,0.06554227322340012,0.028577858582139015,0.1061532124876976
25967,0.28553614020347595,0.03800821304321289,0.38656824827194214,0.0193057619035244,0.03810616955161095,0.2006615847349167,0.00016572482127230614,0.03164820000529289
15172,0.363974928855896,0.021950842812657356,0.3655543625354767,0.0077763148583471775,0.03690676763653755,0.19217267632484436,9.046257218869869e-06,0.01165494043380022
2591,0.27912819385528564,0.11081907898187637,0.335488885641098,0.044809792190790176,0.026983821764588356,0.06641809642314911,0.028561875224113464,0.10779032111167908
12863,0.2646237909793854,0.10398254543542862,0.2573753595352173,0.06140059605240822,0.04669599235057831,0.08757948875427246,0.028151867911219597,0.15019038319587708
8090,0.030148416757583618,0.0007251147762872279,0.006823679897934198,0.010721307247877121,0.011580651625990868,0.14640796184539795,1.0972875315928832e-05,0.7935819029808044
21348,0.2620714604854584,0.09646537154912949,0.24890747666358948,0.06272272020578384,0.05031101033091545,0.10298623889684677,0.02052919566631317,0.15600651502609253
21588,0.279173880815506,0.11085084825754166,0.33565765619277954,0.04476752132177353,0.0269383005797863,0.06635189801454544,0.028568629175424576,0.1076912209391594
23497,0.2613767981529236,0.09317807108163834,0.24931839108467102,0.06240614131093025,0.05090878903865814,0.10568878054618835,0.019068483263254166,0.15805456042289734
11245,0.25459569692611694,0.10042107850313187,0.22170154750347137,0.07053284347057343,0.05859389156103134,0.0934453085064888,0.029220810160040855,0.17148883640766144
19097,0.27571946382522583,0.0406796932220459,0.38919010758399963,0.021084817126393318,0.03645884245634079,0.20199699699878693,0.00022438222367782146,0.03464575856924057
9062,0.27412715554237366,0.1085045337677002,0.3044995963573456,0.051299162209033966,0.03383352980017662,0.07534673810005188,0.02837955206632614,0.12400979548692703
11896,0.9325517416000366,0.009801339358091354,0.00017295614816248417,1.9522074126143707e-06,9.770818820697968e-09,1.200474386564565e-09,0.05296184495091438,0.004510131664574146
11336,0.2663975954055786,0.10677942633628845,0.27357277274131775,0.05833403393626213,0.04146957024931908,0.08513674885034561,0.028023816645145416,0.14028607308864594
14563,0.2702089548110962,0.10666479170322418,0.30223774909973145,0.052867352962493896,0.03597760200500488,0.07821711152791977,0.027923326939344406,0.12590308487415314
7410,0.19961105287075043,0.030142271891236305,0.18032872676849365,0.049422524869441986,0.05029326677322388,0.24345993995666504,0.001378169865347445,0.24536409974098206
19408,0.2072378695011139,0.04691408574581146,0.1650867909193039,0.06587180495262146,0.06394026428461075,0.17778950929641724,0.005501113831996918,0.2676585614681244
2586,0.23704484105110168,0.0721648782491684,0.19430209696292877,0.07000429183244705,0.06341642141342163,0.1309974044561386,0.013505792245268822,0.21856434643268585
15151,0.24609330296516418,0.09535525739192963,0.1949598640203476,0.07686921954154968,0.06763003021478653,0.09744727611541748,0.028968138620257378,0.19267694652080536
3504,0.28755462169647217,0.11013974994421005,0.3417262136936188,0.041022446006536484,0.022543560713529587,0.06288652122020721,0.02668687328696251,0.10744009912014008
10419,0.15814539790153503,8.95928042154992e-06,0.0051126135513186455,4.398081046019797e-07,0.8306493163108826,0.0060828132554888725,2.869924708123105e-16,4.674741660437576e-07
17618,0.26590386033058167,0.10504460334777832,0.26547515392303467,0.059793438762426376,0.044235002249479294,0.08601480722427368,0.028156984597444534,0.14537625014781952
13560,0.25808629393577576,0.08559249341487885,0.24225707352161407,0.06268864870071411,0.053041212260723114,0.1153506264090538,0.015583178028464317,0.16740047931671143
13984,0.2719017267227173,0.10728394985198975,0.2936703860759735,0.05367209389805794,0.03669404610991478,0.07841844111680984,0.028313908725976944,0.13004545867443085
9819,0.13302262127399445,4.769220595335355e-06,0.020330382511019707,2.3208128823171137e-06,4.531478407443501e-05,0.8463447690010071,9.570342375256846e-18,0.0002498009998816997
23949,0.2572272717952728,0.09849098324775696,0.2323145866394043,0.06703953444957733,0.05633750185370445,0.10027806460857391,0.024262577295303345,0.16404955089092255
15002,0.2912227511405945,0.09434067457914352,0.45282337069511414,0.025916844606399536,0.015025854110717773,0.054904770106077194,0.011117813177406788,0.05464792251586914
3875,0.25510650873184204,0.10126914829015732,0.22681987285614014,0.06945224106311798,0.05742938071489334,0.09559579938650131,0.02791966311633587,0.1664072871208191
26471,0.2887386679649353,0.11576154828071594,0.3597602844238281,0.03810225799679756,0.020162509754300117,0.056988634169101715,0.02795395627617836,0.09253215789794922
19885,0.2721915543079376,0.10089989751577377,0.26158416271209717,0.0580446720123291,0.04236898943781853,0.08642794191837311,0.025375790894031525,0.15310701727867126
5756,0.22123101353645325,0.08088837563991547,0.13077117502689362,0.0907207578420639,0.08924505859613419,0.09879165142774582,0.028487427160143852,0.25986453890800476
18070,0.3571073114871979,0.18156395852565765,0.042279139161109924,0.014745146967470646,0.001207054010592401,0.0007837498560547829,0.3419778347015381,0.06033569946885109
6783,0.2252139300107956,0.06541942059993744,0.18070687353610992,0.07256048172712326,0.07440829277038574,0.14796023070812225,0.01077099796384573,0.22295983135700226
15975,0.27348792552948,0.10946532338857651,0.30739617347717285,0.05084875971078873,0.03260232135653496,0.07574710249900818,0.028016064316034317,0.12243629992008209
14779,0.25640398263931274,0.10056348145008087,0.2266392856836319,0.06905588507652283,0.05694905295968056,0.09269499033689499,0.028927907347679138,0.1687653809785843
19237,0.2560948431491852,0.10039012879133224,0.22549688816070557,0.06935282051563263,0.05735964700579643,0.0927806869149208,0.02898046188056469,0.169544517993927
26473,0.7599117159843445,6.344335997710004e-05,0.04772406816482544,1.395370600221213e-05,0.0867554321885109,0.10542390495538712,4.364160061435217e-14,0.00010744756582425907
21311,0.2727816104888916,0.10769237577915192,0.2962595522403717,0.05302196368575096,0.03593095391988754,0.07744341343641281,0.028393907472491264,0.1284760981798172
27551,0.27127155661582947,0.10702815651893616,0.2958046495914459,0.053544849157333374,0.03664558380842209,0.07847750186920166,0.028211135417222977,0.12901656329631805
2705,0.26228204369544983,0.09987121820449829,0.2468295693397522,0.06319683790206909,0.04881911724805832,0.09663425385951996,0.02393238991498947,0.15843458473682404
12514,0.27278605103492737,0.10769154131412506,0.2961680591106415,0.05303521826863289,0.03594640642404556,0.07745442539453506,0.028396090492606163,0.128522127866745
26485,0.2706072926521301,0.0697266086935997,0.2321912944316864,0.045415475964546204,0.09449031203985214,0.22953875362873077,0.000925108848605305,0.05710507556796074
8906,0.8305477499961853,4.349878508946858e-06,0.019196126610040665,6.046137741577695e-07,0.08698982745409012,0.06325335055589676,6.83035457265047e-18,7.888467735028826e-06
674,0.2362961769104004,0.08744026720523834,0.16244930028915405,0.08323638141155243,0.07861698418855667,0.09817401319742203,0.02865574322640896,0.22513116896152496
9391,0.26769310235977173,0.10565667599439621,0.2730218172073364,0.05812663584947586,0.042160309851169586,0.08390235155820847,0.028250237926840782,0.14118894934654236
7712,0.2726881206035614,0.1076446920633316,0.29569536447525024,0.05313867703080177,0.03607035428285599,0.07758742570877075,0.028393691405653954,0.12878160178661346
17681,0.23622290790081024,0.052076127380132675,0.224161297082901,0.05703333392739296,0.054908059537410736,0.16324494779109955,0.005380941554903984,0.2069724053144455
15221,0.2590520679950714,0.10355355590581894,0.23890100419521332,0.06635343283414841,0.05386552959680557,0.0945713147521019,0.027192940935492516,0.15651021897792816
11436,0.3040195405483246,0.11551199108362198,0.35372254252433777,0.034626055508852005,0.016351230442523956,0.053527772426605225,0.025586940348148346,0.09665388613939285
23356,0.2603776454925537,0.10204451531171799,0.24299123883247375,0.06488295644521713,0.05168576166033745,0.091239795088768,0.028053324669599533,0.158724844455719
25632,0.268584281206131,0.10769826173782349,0.27557143568992615,0.05729299783706665,0.03960178792476654,0.08441270142793655,0.02762478031218052,0.1392136812210083
11684,0.26454928517341614,0.10358260571956635,0.2601790428161621,0.060981180518865585,0.04625378176569939,0.08750655502080917,0.027915943413972855,0.14903156459331512
14883,0.2728245258331299,0.10770527273416519,0.29640763998031616,0.052985526621341705,0.03588785603642464,0.07739551365375519,0.02839415892958641,0.1283995360136032
20302,0.2428133189678192,0.019163724035024643,0.46627292037010193,0.006487909238785505,0.00681123835965991,0.2447887659072876,7.176992767199408e-06,0.013654901646077633
21899,0.28920435905456543,0.11602361500263214,0.35813993215560913,0.03820182755589485,0.020227130502462387,0.056878991425037384,0.028197461739182472,0.09312661737203598
15954,0.23016700148582458,0.08565127104520798,0.14714084565639496,0.08725710213184357,0.08364545553922653,0.09741395711898804,0.029483266174793243,0.23924103379249573
16830,0.2675422728061676,0.1055038645863533,0.2720547020435333,0.058319881558418274,0.04244699329137802,0.08411630243062973,0.02823808044195175,0.141777902841568
12111,0.2727634608745575,0.10768269002437592,0.2960534989833832,0.053059790283441544,0.03597467765212059,0.0774863064289093,0.028395654633641243,0.1285839080810547
11862,0.261514276266098,0.1025937870144844,0.24591690301895142,0.06401851028203964,0.05052393674850464,0.09048976749181747,0.02806265465915203,0.15688005089759827
26342,0.2580753266811371,0.10260497033596039,0.23613011837005615,0.06693318486213684,0.05399047210812569,0.09325537830591202,0.028140302747488022,0.1608702838420868
11683,0.9997044205665588,4.370753231341951e-06,9.099949238589033e-08,1.3099571340852156e-12,1.5499917311695118e-15,6.310732284989969e-17,2.2592143068322912e-05,0.0002683974744286388
20741,0.2585098445415497,0.09440601617097855,0.23853756487369537,0.06507346034049988,0.05453063175082207,0.10604608803987503,0.020368462428450584,0.1625279039144516
3927,0.2661694586277008,0.10580138117074966,0.2697394788265228,0.05905040726065636,0.04294995591044426,0.08543313294649124,0.028150660917162895,0.14270542562007904
17864,0.7866374850273132,0.0031216596253216267,0.08692871034145355,0.0003249990986660123,0.0006417087861336768,0.00016161191160790622,0.002266150899231434,0.11991769820451736
21896,0.2576351761817932,0.10165632516145706,0.2348056137561798,0.0672701820731163,0.05544019117951393,0.09532949328422546,0.02705906704068184,0.16080395877361298
13268,0.264067143201828,0.10415050387382507,0.25650885701179504,0.0616975761950016,0.04691359028220177,0.08805853873491287,0.028149086982011795,0.15045471489429474
